apparentTemperature,cloudCover,dewPoint,humidity,icon,precipIntensity,precipProbability,pressure,summary,temperature,time,visibility,windBearing,windSpeed
57.21,0.31,55.23,0.93,partly-cloudy-night,0.0,0.0,1018.93,Partly Cloudy,57.21,2017-07-31 02:00:00-07:00,9.68,309.0,3.03
56.86,,55.17,0.94,clear-night,0.0,0.0,1018.7,Clear,56.86,2017-07-31 03:00:00-07:00,9.47,144.0,3.1
56.76,,54.4,0.92,clear-night,0.0,0.0,1018.42,Clear,56.76,2017-07-31 04:00:00-07:00,9.33,108.0,2.73
56.01,,54.3,0.94,clear-night,0.0,0.0,1018.17,Clear,56.01,2017-07-31 05:00:00-07:00,7.96,113.0,5.51
56.45,0.31,54.16,0.92,partly-cloudy-night,0.0,0.0,1018.05,Partly Cloudy,56.45,2017-07-31 06:00:00-07:00,7.3,125.0,5.87
56.17,0.31,54.44,0.94,partly-cloudy-day,0.0,0.0,1018.64,Partly Cloudy,56.17,2017-07-31 07:00:00-07:00,6.11,99.0,7.36
57.18,0.31,54.73,0.91,partly-cloudy-day,0.0,0.0,1018.57,Partly Cloudy,57.18,2017-07-31 08:00:00-07:00,7.48,140.0,4.25
59.07,0.3,55.42,0.88,partly-cloudy-day,0.0,0.0,1018.51,Partly Cloudy,59.07,2017-07-31 09:00:00-07:00,8.2,108.0,4.87
62.98,0.05,55.95,0.78,clear-day,0.0,0.0,1018.31,Clear,62.98,2017-07-31 10:00:00-07:00,9.38,312.0,3.32
67.49,0.06,55.44,0.65,clear-day,0.0,0.0,1018.17,Clear,67.49,2017-07-31 11:00:00-07:00,9.9,299.0,6.06
68.41,0.04,56.91,0.67,clear-day,0.0,0.0,1018.1,Clear,68.41,2017-07-31 12:00:00-07:00,9.32,275.0,10.33
69.12,0.04,56.2,0.64,clear-day,0.0,0.0,1017.71,Clear,69.12,2017-07-31 13:00:00-07:00,9.92,271.0,9.23
70.37,0.0,56.39,0.61,clear-day,0.0,0.0,1017.19,Clear,70.37,2017-07-31 14:00:00-07:00,9.96,292.0,10.57
68.71,0.01,55.85,0.64,clear-day,0.0,0.0,1016.73,Clear,68.71,2017-07-31 15:00:00-07:00,10.0,300.0,12.07
68.55,0.0,55.72,0.64,clear-day,0.0,0.0,1016.46,Clear,68.55,2017-07-31 16:00:00-07:00,10.0,287.0,11.09
67.27,0.0,55.95,0.67,clear-day,0.0,0.0,1016.03,Clear,67.27,2017-07-31 17:00:00-07:00,10.0,298.0,11.14
65.85,0.0,55.76,0.7,clear-day,0.0,0.0,1015.84,Clear,65.85,2017-07-31 18:00:00-07:00,10.0,289.0,10.54
62.74,0.0,55.75,0.78,clear-day,0.0,0.0,1015.8,Clear,62.74,2017-07-31 19:00:00-07:00,10.0,300.0,9.07
60.07,0.0,55.67,0.85,clear-day,0.0,0.0,1015.89,Clear,60.07,2017-07-31 20:00:00-07:00,10.0,291.0,7.82
58.58,0.0,55.43,0.89,clear-night,0.0,0.0,1016.04,Clear,58.58,2017-07-31 21:00:00-07:00,10.0,274.0,6.48
57.9,0.0,55.41,0.91,clear-night,0.0,0.0,1015.97,Clear,57.9,2017-07-31 22:00:00-07:00,10.0,295.0,4.97
57.29,0.0,55.31,0.93,clear-night,0.0,0.0,1015.78,Clear,57.29,2017-07-31 23:00:00-07:00,8.27,276.0,4.26
56.42,0.0,55.2,0.96,clear-night,0.0,0.0,1015.67,Clear,56.42,2017-08-01 00:00:00-07:00,6.0,256.0,5.84
56.38,0.0,55.09,0.95,clear-night,0.0,0.0,1015.43,Clear,56.38,2017-08-01 01:00:00-07:00,4.27,298.0,1.93
56.31,0.0,55.06,0.96,clear-night,0.0,0.0,1015.36,Clear,56.31,2017-08-01 02:00:00-07:00,5.16,270.0,4.26
55.6,0.0,55.03,0.98,clear-night,0.0,0.0,1015.05,Clear,55.6,2017-08-01 03:00:00-07:00,5.16,322.0,0.72
55.91,0.0,54.68,0.96,clear-night,0.0,0.0,1014.74,Clear,55.91,2017-08-01 04:00:00-07:00,6.45,173.0,0.78
55.13,0.0,54.61,0.98,clear-night,0.0,0.0,1014.55,Clear,55.13,2017-08-01 05:00:00-07:00,2.84,189.0,0.47
55.11,0.0,54.77,0.99,clear-night,0.0,0.0,1014.45,Clear,55.11,2017-08-01 06:00:00-07:00,4.25,47.0,0.4
55.51,0.0,55.1,0.99,clear-day,0.0,0.0,1014.56,Clear,55.51,2017-08-01 07:00:00-07:00,2.36,354.0,0.16
57.01,0.0,55.32,0.94,clear-day,0.0,0.0,1014.51,Clear,57.01,2017-08-01 08:00:00-07:00,4.1,112.0,2.27
60.58,0.0,55.64,0.84,clear-day,0.0,0.0,1014.24,Clear,60.58,2017-08-01 09:00:00-07:00,7.28,118.0,3.61
64.63,0.0,55.99,0.74,clear-day,0.0,0.0,1013.89,Clear,64.63,2017-08-01 10:00:00-07:00,8.02,122.0,4.41
70.54,0.0,55.49,0.59,clear-day,0.0,0.0,1013.7,Clear,70.54,2017-08-01 11:00:00-07:00,9.78,272.0,4.04
74.32,0.0,56.31,0.53,clear-day,0.0,0.0,1013.49,Clear,74.32,2017-08-01 12:00:00-07:00,10.0,271.0,10.77
70.67,0.0,56.87,0.62,clear-day,0.0,0.0,1013.39,Clear,70.67,2017-08-01 13:00:00-07:00,9.41,274.0,10.09
71.91,0.0,56.71,0.59,clear-day,0.0,0.0,1013.3,Clear,71.91,2017-08-01 14:00:00-07:00,10.0,290.0,9.25
71.71,0.0,57.32,0.61,clear-day,0.0,0.0,1013.17,Clear,71.71,2017-08-01 15:00:00-07:00,10.0,297.0,10.95
69.65,0.0,56.9,0.64,clear-day,0.0,0.0,1012.89,Clear,69.65,2017-08-01 16:00:00-07:00,10.0,295.0,10.52
69.63,0.0,57.1,0.64,clear-day,0.0,0.0,1012.58,Clear,69.63,2017-08-01 17:00:00-07:00,10.0,301.0,8.91
68.17,0.0,56.6,0.67,clear-day,0.0,0.0,1012.35,Clear,68.17,2017-08-01 18:00:00-07:00,10.0,281.0,7.09
65.08,0.01,56.39,0.73,clear-day,0.0,0.0,1012.33,Clear,65.08,2017-08-01 19:00:00-07:00,10.0,294.0,7.12
63.32,0.04,56.47,0.78,clear-day,0.0,0.0,1012.52,Clear,63.32,2017-08-01 20:00:00-07:00,9.9,288.0,8.11
60.82,0.03,56.28,0.85,clear-night,0.0,0.0,1012.93,Clear,60.82,2017-08-01 21:00:00-07:00,10.0,291.0,6.08
59.68,0.05,56.31,0.89,clear-night,0.0,0.0,1013.04,Clear,59.68,2017-08-01 22:00:00-07:00,10.0,291.0,5.06
59.02,0.02,56.18,0.9,clear-night,0.0,0.0,1012.47,Clear,59.02,2017-08-01 23:00:00-07:00,10.0,279.0,4.2
58.77,0.01,56.19,0.91,clear-night,0.0,0.0,1012.51,Clear,58.77,2017-08-02 00:00:00-07:00,10.0,317.0,1.66
58.51,0.04,56.13,0.92,clear-night,0.0,0.0,1012.47,Clear,58.51,2017-08-02 01:00:00-07:00,9.1,112.0,3.97
59.0,0.0,55.39,0.88,clear-night,0.0,0.0,1012.37,Clear,59.0,2017-08-02 02:00:00-07:00,10.0,305.0,1.98
58.92,0.04,55.53,0.88,clear-night,0.0,0.0,1012.68,Clear,58.92,2017-08-02 03:00:00-07:00,10.0,286.0,5.29
57.65,0.27,55.27,0.92,partly-cloudy-night,0.0,0.0,1013.0,Partly Cloudy,57.65,2017-08-02 04:00:00-07:00,9.39,277.0,7.9
57.1,0.0,56.01,0.96,clear-night,0.0,0.0,1012.88,Clear,57.1,2017-08-02 05:00:00-07:00,5.68,304.0,6.26
56.79,0.05,55.37,0.95,clear-night,0.0,0.0,1013.11,Clear,56.79,2017-08-02 06:00:00-07:00,8.93,268.0,0.11
57.98,0.28,55.8,0.92,partly-cloudy-day,0.0,0.0,1013.08,Partly Cloudy,57.98,2017-08-02 07:00:00-07:00,9.54,269.0,4.08
60.56,0.01,56.56,0.87,clear-day,0.0,0.0,1013.89,Clear,60.56,2017-08-02 08:00:00-07:00,10.0,186.0,1.2
64.48,0.03,56.41,0.75,clear-day,0.0,0.0,1014.12,Clear,64.48,2017-08-02 09:00:00-07:00,10.0,310.0,4.05
69.09,0.01,56.93,0.65,clear-day,0.0,0.0,1014.12,Clear,69.09,2017-08-02 10:00:00-07:00,10.0,283.0,0.89
73.44,0.01,57.05,0.57,clear-day,0.0,0.0,1013.85,Clear,73.44,2017-08-02 11:00:00-07:00,10.0,264.0,0.76
77.63,0.01,57.31,0.5,clear-day,0.0,0.0,1013.8,Clear,77.63,2017-08-02 12:00:00-07:00,10.0,282.0,5.39
81.39,0.01,56.26,0.42,clear-day,0.0,0.0,1013.58,Clear,81.39,2017-08-02 13:00:00-07:00,10.0,286.0,7.34
80.52,0.01,55.75,0.43,clear-day,0.0,0.0,1013.38,Clear,80.48,2017-08-02 14:00:00-07:00,10.0,292.0,10.93
77.93,0.01,57.07,0.49,clear-day,0.0,0.0,1013.33,Clear,77.93,2017-08-02 15:00:00-07:00,10.0,274.0,10.99
78.41,0.01,57.76,0.49,clear-day,0.0,0.0,1012.87,Clear,78.41,2017-08-02 16:00:00-07:00,10.0,278.0,10.3
74.57,0.01,58.05,0.56,clear-day,0.0,0.0,1013.43,Clear,74.57,2017-08-02 17:00:00-07:00,10.0,292.0,10.03
73.44,0.04,58.31,0.59,clear-day,0.0,0.0,1013.66,Clear,73.44,2017-08-02 18:00:00-07:00,10.0,276.0,9.38
71.08,0.04,57.96,0.63,clear-day,0.0,0.0,1013.53,Clear,71.08,2017-08-02 19:00:00-07:00,10.0,267.0,6.4
68.82,0.05,58.12,0.69,clear-day,0.0,0.0,1012.98,Clear,68.82,2017-08-02 20:00:00-07:00,10.0,259.0,7.0
68.49,0.01,56.71,0.66,clear-night,0.0,0.0,1012.65,Clear,68.49,2017-08-02 21:00:00-07:00,10.0,235.0,1.99
69.81,0.0,57.06,0.64,clear-night,0.0,0.0,1012.56,Clear,69.81,2017-08-02 22:00:00-07:00,10.0,349.0,2.28
69.3,0.04,58.13,0.68,clear-night,0.0,0.0,1013.13,Clear,69.3,2017-08-02 23:00:00-07:00,10.0,98.0,2.43
69.28,0.0,58.61,0.69,clear-night,0.0,0.0,1013.58,Clear,69.28,2017-08-03 00:00:00-07:00,10.0,293.0,4.07
65.79,0.0,57.86,0.76,clear-night,0.0,0.0,1013.84,Clear,65.79,2017-08-03 01:00:00-07:00,10.0,298.0,9.99
65.01,0.01,57.98,0.78,clear-night,0.0,0.0,1013.97,Clear,65.01,2017-08-03 02:00:00-07:00,10.0,278.0,4.4
65.19,0.0,58.11,0.78,clear-night,0.0,0.0,1013.6,Clear,65.19,2017-08-03 03:00:00-07:00,10.0,281.0,3.5
64.89,0.0,57.9,0.78,clear-night,0.0,0.0,1013.35,Clear,64.89,2017-08-03 04:00:00-07:00,10.0,234.0,3.61
64.77,0.0,57.84,0.78,clear-night,0.0,0.0,1013.79,Clear,64.77,2017-08-03 05:00:00-07:00,10.0,125.0,1.73
64.48,0.01,58.52,0.81,clear-night,0.0,0.0,1014.15,Clear,64.48,2017-08-03 06:00:00-07:00,9.88,109.0,4.38
64.81,0.0,58.93,0.81,clear-day,0.0,0.0,1014.28,Clear,64.81,2017-08-03 07:00:00-07:00,10.0,334.0,3.19
66.44,0.0,59.81,0.79,clear-day,0.0,0.0,1014.85,Clear,66.37,2017-08-03 08:00:00-07:00,10.0,59.0,2.35
70.08,0.0,59.66,0.7,clear-day,0.0,0.0,1015.27,Clear,70.08,2017-08-03 09:00:00-07:00,10.0,179.0,1.62
73.17,0.0,59.44,0.62,clear-day,0.0,0.0,1015.56,Clear,73.17,2017-08-03 10:00:00-07:00,10.0,294.0,2.54
74.56,0.0,58.71,0.58,clear-day,0.0,0.0,1015.69,Clear,74.56,2017-08-03 11:00:00-07:00,10.0,291.0,5.29
72.02,0.0,59.42,0.65,clear-day,0.0,0.0,1015.68,Clear,72.02,2017-08-03 12:00:00-07:00,10.0,280.0,7.24
71.64,0.0,59.13,0.65,clear-day,0.0,0.0,1015.96,Clear,71.64,2017-08-03 13:00:00-07:00,10.0,261.0,4.82
71.91,0.0,59.23,0.64,clear-day,0.0,0.0,1015.84,Clear,71.91,2017-08-03 14:00:00-07:00,10.0,290.0,6.01
72.07,0.0,59.72,0.65,clear-day,0.0,0.0,1015.81,Clear,72.07,2017-08-03 15:00:00-07:00,10.0,283.0,6.35
72.53,0.0,59.63,0.64,clear-day,0.0,0.0,1015.41,Clear,72.53,2017-08-03 16:00:00-07:00,10.0,286.0,8.47
74.1,0.0,59.25,0.6,clear-day,0.0,0.0,1015.15,Clear,74.1,2017-08-03 17:00:00-07:00,10.0,277.0,6.61
74.64,0.0,58.92,0.58,clear-day,0.0,0.0,1014.88,Clear,74.64,2017-08-03 18:00:00-07:00,10.0,286.0,6.39
73.25,0.0,58.15,0.59,clear-day,0.0,0.0,1015.0,Clear,73.25,2017-08-03 19:00:00-07:00,10.0,279.0,4.32
72.68,0.01,58.76,0.62,clear-day,0.0,0.0,1014.78,Clear,72.68,2017-08-03 20:00:00-07:00,10.0,292.0,5.17
71.5,0.02,58.77,0.64,clear-night,0.0,0.0,1014.3,Clear,71.5,2017-08-03 21:00:00-07:00,10.0,287.0,5.01
70.27,0.02,58.97,0.67,clear-night,0.0,0.0,1014.47,Clear,70.27,2017-08-03 22:00:00-07:00,10.0,273.0,6.73
68.07,0.0,58.19,0.71,clear-night,0.0,0.0,1014.48,Clear,68.07,2017-08-03 23:00:00-07:00,10.0,277.0,6.28
67.16,0.27,58.05,0.73,partly-cloudy-night,0.0,0.0,1014.71,Partly Cloudy,67.16,2017-08-04 00:00:00-07:00,10.0,247.0,4.32
66.99,0.02,58.9,0.75,clear-night,0.0,0.0,1014.76,Clear,66.99,2017-08-04 01:00:00-07:00,10.0,315.0,2.29
67.11,0.01,58.18,0.73,clear-night,0.0,0.0,1015.12,Clear,67.11,2017-08-04 02:00:00-07:00,10.0,262.0,6.73
66.4,0.01,58.8,0.77,clear-night,0.0,0.0,1014.7,Clear,66.4,2017-08-04 03:00:00-07:00,10.0,274.0,3.64
66.19,0.04,58.97,0.78,clear-night,0.0,0.0,1014.64,Clear,66.19,2017-08-04 04:00:00-07:00,10.0,275.0,0.89
66.08,0.09,59.1,0.78,clear-night,0.0,0.0,1014.66,Clear,66.08,2017-08-04 05:00:00-07:00,10.0,329.0,2.32
66.1,0.03,58.81,0.77,clear-night,0.0,0.0,1014.22,Clear,66.1,2017-08-04 06:00:00-07:00,10.0,343.0,3.03
66.29,0.02,59.71,0.8,clear-day,0.0,0.0,1014.48,Clear,66.23,2017-08-04 07:00:00-07:00,10.0,259.0,3.87
67.76,0.03,59.95,0.76,clear-day,0.0,0.0,1014.79,Clear,67.71,2017-08-04 08:00:00-07:00,10.0,202.0,2.14
69.12,0.0,60.9,0.75,clear-day,0.0,0.0,1015.09,Clear,68.98,2017-08-04 09:00:00-07:00,10.0,310.0,3.86
73.25,0.01,59.78,0.63,clear-day,0.0,0.0,1014.92,Clear,73.25,2017-08-04 10:00:00-07:00,10.0,300.0,2.82
76.82,0.01,58.85,0.54,clear-day,0.0,0.0,1015.08,Clear,76.82,2017-08-04 11:00:00-07:00,10.0,283.0,5.23
76.17,0.0,59.63,0.57,clear-day,0.0,0.0,1015.36,Clear,76.17,2017-08-04 12:00:00-07:00,10.0,274.0,10.21
77.56,0.0,58.38,0.52,clear-day,0.0,0.0,1015.39,Clear,77.56,2017-08-04 13:00:00-07:00,10.0,271.0,10.12
76.69,0.0,59.53,0.55,clear-day,0.0,0.0,1015.28,Clear,76.69,2017-08-04 14:00:00-07:00,10.0,281.0,9.34
76.7,0.0,59.62,0.56,clear-day,0.0,0.0,1014.78,Clear,76.7,2017-08-04 15:00:00-07:00,10.0,300.0,10.51
75.64,0.0,60.63,0.6,clear-day,0.0,0.0,1014.38,Clear,75.57,2017-08-04 16:00:00-07:00,10.0,307.0,8.49
74.45,0.0,59.93,0.61,clear-day,0.0,0.0,1014.18,Clear,74.45,2017-08-04 17:00:00-07:00,10.0,289.0,12.13
73.18,0.0,60.26,0.64,clear-day,0.0,0.0,1014.07,Clear,73.15,2017-08-04 18:00:00-07:00,10.0,289.0,8.41
71.77,0.02,59.65,0.66,clear-day,0.0,0.0,1013.81,Clear,71.77,2017-08-04 19:00:00-07:00,10.0,294.0,7.73
68.95,0.02,59.57,0.72,clear-day,0.0,0.0,1013.99,Clear,68.95,2017-08-04 20:00:00-07:00,10.0,276.0,4.67
67.11,0.02,58.91,0.75,clear-night,0.0,0.0,1013.94,Clear,67.11,2017-08-04 21:00:00-07:00,10.0,286.0,4.72
66.23,0.02,59.24,0.78,clear-night,0.0,0.0,1014.0,Clear,66.23,2017-08-04 22:00:00-07:00,10.0,290.0,5.56
63.29,0.27,59.98,0.9,partly-cloudy-night,0.0,0.0,1014.0,Partly Cloudy,63.06,2017-08-04 23:00:00-07:00,9.08,282.0,8.37
62.41,0.05,59.6,0.91,clear-night,0.0,0.0,1014.06,Clear,62.2,2017-08-05 00:00:00-07:00,7.51,285.0,6.8
61.14,0.17,59.14,0.94,clear-night,0.0,0.0,1014.22,Clear,60.94,2017-08-05 01:00:00-07:00,4.78,271.0,7.59
60.9,0.0,59.58,0.96,clear-night,0.0,0.0,1014.2,Clear,60.61,2017-08-05 02:00:00-07:00,5.12,271.0,6.33
60.56,0.19,59.42,0.97,clear-night,0.0,0.0,1014.21,Clear,60.27,2017-08-05 03:00:00-07:00,5.42,271.0,4.83
60.34,0.0,58.75,0.95,clear-night,0.0,0.0,1014.27,Clear,60.15,2017-08-05 04:00:00-07:00,6.1,271.0,4.62
59.85,0.08,58.92,0.98,clear-night,0.0,0.0,1014.05,Clear,59.6,2017-08-05 05:00:00-07:00,3.79,284.0,2.74
58.9,0.16,58.17,0.98,clear-night,0.0,0.0,1014.34,Clear,58.72,2017-08-05 06:00:00-07:00,3.87,290.0,2.3
59.92,0.12,58.9,0.97,clear-day,0.0,0.0,1014.67,Clear,59.68,2017-08-05 07:00:00-07:00,3.19,282.0,2.23
60.62,0.17,59.31,0.96,clear-day,0.0,0.0,1014.75,Clear,60.36,2017-08-05 08:00:00-07:00,6.1,231.0,1.81
62.74,0.25,59.41,0.89,partly-cloudy-day,0.0,0.0,1015.18,Partly Cloudy,62.58,2017-08-05 09:00:00-07:00,9.78,262.0,2.24
66.82,0.07,59.38,0.77,clear-day,0.0,0.0,1015.07,Clear,66.82,2017-08-05 10:00:00-07:00,10.0,222.0,0.82
69.53,0.02,59.73,0.71,clear-day,0.0,0.0,1014.89,Clear,69.53,2017-08-05 11:00:00-07:00,10.0,304.0,5.07
71.38,0.02,59.79,0.67,clear-day,0.0,0.0,1014.98,Clear,71.38,2017-08-05 12:00:00-07:00,9.92,280.0,9.67
71.02,0.05,59.38,0.67,clear-day,0.0,0.0,1014.9,Clear,71.02,2017-08-05 13:00:00-07:00,9.92,279.0,10.9
71.77,0.05,59.99,0.66,clear-day,0.0,0.0,1014.78,Clear,71.77,2017-08-05 14:00:00-07:00,10.0,296.0,11.06
72.42,0.06,60.15,0.65,clear-day,0.0,0.0,1014.54,Clear,72.41,2017-08-05 15:00:00-07:00,10.0,280.0,11.13
71.41,0.05,60.26,0.68,clear-day,0.0,0.0,1014.39,Clear,71.38,2017-08-05 16:00:00-07:00,10.0,277.0,12.06
68.44,0.15,60.43,0.76,clear-day,0.0,0.0,1014.32,Clear,68.34,2017-08-05 17:00:00-07:00,10.0,275.0,10.41
66.74,0.07,59.89,0.79,clear-day,0.0,0.0,1014.16,Clear,66.66,2017-08-05 18:00:00-07:00,10.0,288.0,9.92
65.25,0.07,60.21,0.84,clear-day,0.0,0.0,1014.13,Clear,65.08,2017-08-05 19:00:00-07:00,10.0,272.0,6.27
63.83,0.18,59.84,0.87,clear-day,0.0,0.0,1014.2,Clear,63.66,2017-08-05 20:00:00-07:00,9.69,280.0,6.28
62.45,0.21,59.87,0.92,clear-night,0.0,0.0,1014.41,Clear,62.2,2017-08-05 21:00:00-07:00,9.82,288.0,7.2
62.14,0.08,59.5,0.92,clear-night,0.0,0.0,1014.72,Clear,61.93,2017-08-05 22:00:00-07:00,9.41,276.0,6.4
61.06,0.12,58.89,0.93,clear-night,0.0,0.0,1014.52,Clear,60.89,2017-08-05 23:00:00-07:00,6.97,279.0,7.17
60.45,0.12,58.82,0.95,clear-night,0.0,0.0,1014.39,Clear,60.26,2017-08-06 00:00:00-07:00,8.64,277.0,5.82
59.69,0.0,58.79,0.98,clear-night,0.0,0.0,1014.28,Clear,59.46,2017-08-06 01:00:00-07:00,5.24,273.0,2.23
59.52,0.0,58.15,0.96,clear-night,0.0,0.0,1014.05,Clear,59.39,2017-08-06 02:00:00-07:00,10.0,277.0,4.87
59.5,0.12,58.72,0.98,clear-night,0.0,0.0,1014.18,Clear,59.27,2017-08-06 03:00:00-07:00,3.72,264.0,4.39
59.34,0.0,58.48,0.98,clear-night,0.0,0.0,1014.07,Clear,59.14,2017-08-06 04:00:00-07:00,4.56,285.0,2.21
58.66,0.31,58.04,0.98,partly-cloudy-night,0.0,0.0,1013.91,Partly Cloudy,58.49,2017-08-06 05:00:00-07:00,5.02,304.0,3.82
59.39,,58.67,0.98,clear-night,0.0,0.0,1014.19,Clear,59.15,2017-08-06 06:00:00-07:00,9.32,319.0,3.61
60.1,0.0,58.23,0.94,clear-day,0.0,0.0,1014.8,Clear,59.99,2017-08-06 07:00:00-07:00,7.05,256.0,3.79
60.91,0.0,58.29,0.91,clear-day,0.0,0.0,1015.01,Clear,60.83,2017-08-06 08:00:00-07:00,9.57,310.0,3.82
62.34,0.25,57.85,0.85,partly-cloudy-day,0.0,0.0,1015.1,Partly Cloudy,62.34,2017-08-06 09:00:00-07:00,10.0,317.0,3.33
66.13,0.29,58.2,0.76,partly-cloudy-day,0.0,0.0,1014.75,Partly Cloudy,66.13,2017-08-06 10:00:00-07:00,10.0,330.0,3.73
69.04,0.01,58.64,0.7,clear-day,0.0,0.0,1014.38,Clear,69.04,2017-08-06 11:00:00-07:00,10.0,280.0,4.03
71.89,0.04,59.11,0.64,clear-day,0.0,0.0,1014.36,Clear,71.89,2017-08-06 12:00:00-07:00,10.0,282.0,7.29
70.63,0.04,58.93,0.67,clear-day,0.0,0.0,1014.43,Clear,70.63,2017-08-06 13:00:00-07:00,9.82,287.0,12.03
70.48,0.04,59.13,0.67,clear-day,0.0,0.0,1014.44,Clear,70.48,2017-08-06 14:00:00-07:00,9.73,274.0,11.72
69.69,0.01,58.72,0.68,clear-day,0.0,0.0,1014.51,Clear,69.69,2017-08-06 15:00:00-07:00,10.0,279.0,11.52
68.94,0.04,59.01,0.71,clear-day,0.0,0.0,1014.49,Clear,68.94,2017-08-06 16:00:00-07:00,10.0,281.0,10.68
67.18,0.04,58.34,0.73,clear-day,0.0,0.0,1014.23,Clear,67.18,2017-08-06 17:00:00-07:00,9.41,274.0,10.45
65.38,0.04,57.54,0.76,clear-day,0.0,0.0,1014.47,Clear,65.38,2017-08-06 18:00:00-07:00,10.0,276.0,10.59
63.68,0.0,56.77,0.78,clear-day,0.0,0.0,1014.46,Clear,63.68,2017-08-06 19:00:00-07:00,10.0,267.0,9.18
62.52,0.0,55.86,0.79,clear-day,0.0,0.0,1014.73,Clear,62.52,2017-08-06 20:00:00-07:00,10.0,282.0,6.48
61.47,0.18,55.72,0.81,clear-night,0.0,0.0,1014.98,Clear,61.47,2017-08-06 21:00:00-07:00,10.0,265.0,6.05
61.19,0.11,56.23,0.84,clear-night,0.0,0.0,1015.26,Clear,61.19,2017-08-06 22:00:00-07:00,10.0,287.0,6.06
61.08,0.16,55.65,0.82,clear-night,0.0,0.0,1015.31,Clear,61.08,2017-08-06 23:00:00-07:00,10.0,290.0,5.82
60.73,0.27,56.28,0.85,partly-cloudy-night,0.0,0.0,1015.1,Partly Cloudy,60.73,2017-08-07 00:00:00-07:00,9.98,264.0,4.22
60.48,0.27,55.54,0.84,partly-cloudy-night,0.0,0.0,1014.72,Partly Cloudy,60.48,2017-08-07 01:00:00-07:00,9.39,264.0,3.38
59.47,0.3,55.36,0.86,partly-cloudy-night,0.0,0.0,1014.3,Partly Cloudy,59.47,2017-08-07 02:00:00-07:00,9.29,285.0,3.77
58.36,0.0,55.4,0.9,clear-night,0.0,0.0,1014.08,Clear,58.36,2017-08-07 03:00:00-07:00,9.29,273.0,0.34
58.05,0.31,55.14,0.9,partly-cloudy-night,0.0,0.0,1014.21,Partly Cloudy,58.05,2017-08-07 04:00:00-07:00,9.66,252.0,3.86
58.35,,55.55,0.9,clear-night,0.0,0.0,1014.37,Clear,58.35,2017-08-07 05:00:00-07:00,9.77,292.0,2.56
58.97,,56.06,0.9,clear-night,0.0,0.0,1014.55,Clear,58.97,2017-08-07 06:00:00-07:00,8.49,261.0,4.92
59.37,,56.8,0.91,clear-day,0.0,0.0,1014.94,Clear,59.37,2017-08-07 07:00:00-07:00,9.48,286.0,2.64
60.6,,56.88,0.88,clear-day,0.0,0.0,1015.31,Clear,60.6,2017-08-07 08:00:00-07:00,9.77,325.0,4.5
63.51,0.31,56.06,0.77,partly-cloudy-day,0.0,0.0,1015.76,Partly Cloudy,63.51,2017-08-07 09:00:00-07:00,8.6,325.0,2.5
65.26,0.29,56.82,0.74,partly-cloudy-day,0.0,0.0,1015.72,Partly Cloudy,65.26,2017-08-07 10:00:00-07:00,8.41,323.0,4.14
68.68,0.05,56.59,0.65,clear-day,0.0,0.0,1015.67,Clear,68.68,2017-08-07 11:00:00-07:00,9.25,284.0,4.33
71.3,0.04,57.04,0.61,clear-day,0.0,0.0,1015.4,Clear,71.3,2017-08-07 12:00:00-07:00,9.13,277.0,7.18
72.24,0.04,56.83,0.58,clear-day,0.0,0.0,1015.48,Clear,72.24,2017-08-07 13:00:00-07:00,9.13,300.0,11.77
71.56,0.0,56.95,0.6,clear-day,0.0,0.0,1015.56,Clear,71.56,2017-08-07 14:00:00-07:00,9.92,275.0,12.81
71.44,0.04,57.14,0.61,clear-day,0.0,0.0,1015.54,Clear,71.44,2017-08-07 15:00:00-07:00,10.0,288.0,12.61
70.38,0.04,57.57,0.64,clear-day,0.0,0.0,1015.57,Clear,70.38,2017-08-07 16:00:00-07:00,10.0,287.0,11.62
69.63,0.04,57.21,0.65,clear-day,0.0,0.0,1015.39,Clear,69.63,2017-08-07 17:00:00-07:00,10.0,290.0,10.56
68.15,0.04,57.0,0.68,clear-day,0.0,0.0,1015.28,Clear,68.15,2017-08-07 18:00:00-07:00,10.0,280.0,9.82
65.95,0.0,57.17,0.73,clear-day,0.0,0.0,1015.28,Clear,65.95,2017-08-07 19:00:00-07:00,9.41,279.0,6.99
64.1,,56.51,0.76,clear-day,0.0,0.0,1015.34,Clear,64.1,2017-08-07 20:00:00-07:00,9.38,277.0,7.38
62.1,,56.43,0.82,clear-night,0.0,0.0,1015.63,Clear,62.1,2017-08-07 21:00:00-07:00,10.0,273.0,7.6
61.81,0.03,56.33,0.82,clear-night,0.0,0.0,1016.01,Clear,61.81,2017-08-07 22:00:00-07:00,10.0,262.0,5.84
60.83,0.29,56.4,0.85,partly-cloudy-night,0.0,0.0,1015.8,Partly Cloudy,60.83,2017-08-07 23:00:00-07:00,10.0,285.0,5.4
60.5,0.0,56.34,0.86,clear-night,0.0,0.0,1015.53,Clear,60.5,2017-08-08 00:00:00-07:00,10.0,283.0,4.14
59.82,0.0,56.18,0.88,clear-night,0.0,0.0,1015.28,Clear,59.82,2017-08-08 01:00:00-07:00,10.0,280.0,3.97
59.6,0.04,56.01,0.88,clear-night,0.0,0.0,1014.94,Clear,59.6,2017-08-08 02:00:00-07:00,10.0,273.0,2.15
