apparentTemperature,cloudCover,dewPoint,humidity,icon,precipIntensity,precipProbability,pressure,summary,temperature,time,visibility,windBearing,windSpeed
53.18,0.0,49.89,0.89,clear-night,0.0,0.0,1012.12,Clear,53.18,2016-07-01 00:00:00-07:00,5.83,262.0,4.86
53.72,0.0,50.37,0.88,clear-night,0.0,0.0,1012.12,Clear,53.72,2016-07-01 01:00:00-07:00,6.02,289.0,3.82
53.54,0.0,50.42,0.89,clear-night,0.0,0.0,1011.94,Clear,53.54,2016-07-01 02:00:00-07:00,6.08,265.0,3.17
53.91,0.0,49.76,0.86,clear-night,0.0,0.0,1011.66,Clear,53.91,2016-07-01 03:00:00-07:00,6.26,257.0,3.35
53.31,0.25,49.7,0.88,partly-cloudy-night,0.0,0.0,1011.94,Partly Cloudy,53.31,2016-07-01 04:00:00-07:00,5.97,244.0,5.75
53.3,0.0,49.63,0.87,clear-night,0.0,0.0,1012.32,Clear,53.3,2016-07-01 05:00:00-07:00,6.17,228.0,4.73
53.37,0.16,49.75,0.88,clear-day,0.0,0.0,1012.81,Clear,53.37,2016-07-01 06:00:00-07:00,6.67,206.0,4.25
53.62,0.11,49.82,0.87,clear-day,0.0,0.0,1013.26,Clear,53.62,2016-07-01 07:00:00-07:00,6.21,176.0,5.03
54.6,0.11,49.96,0.84,clear-day,0.0,0.0,1013.79,Clear,54.6,2016-07-01 08:00:00-07:00,6.64,161.0,5.42
55.61,0.15,50.53,0.83,clear-day,0.0,0.0,1014.34,Clear,55.61,2016-07-01 09:00:00-07:00,7.82,173.0,3.38
58.02,0.0,50.65,0.76,clear-day,0.0,0.0,1014.48,Clear,58.02,2016-07-01 10:00:00-07:00,8.07,277.0,3.01
61.0,0.24,50.42,0.68,clear-day,0.0,0.0,1014.64,Clear,61.0,2016-07-01 11:00:00-07:00,10.0,277.0,3.88
63.35,0.05,51.03,0.64,clear-day,0.0,0.0,1014.61,Clear,63.35,2016-07-01 12:00:00-07:00,10.0,257.0,5.68
64.63,0.03,51.35,0.62,clear-day,0.0,0.0,1014.69,Clear,64.63,2016-07-01 13:00:00-07:00,10.0,286.0,8.22
65.85,0.0,51.26,0.59,clear-day,0.0,0.0,1014.2,Clear,65.85,2016-07-01 14:00:00-07:00,10.0,276.0,8.53
65.56,0.0,51.53,0.61,clear-day,0.0,0.0,1013.85,Clear,65.56,2016-07-01 15:00:00-07:00,10.0,271.0,10.81
65.77,0.0,51.57,0.6,clear-day,0.0,0.0,1013.35,Clear,65.77,2016-07-01 16:00:00-07:00,10.0,267.0,10.15
64.5,0.0,51.58,0.63,clear-day,0.0,0.0,1013.21,Clear,64.5,2016-07-01 17:00:00-07:00,10.0,278.0,10.16
61.51,0.23,50.85,0.68,clear-day,0.0,0.0,1013.15,Clear,61.51,2016-07-01 18:00:00-07:00,9.35,253.0,11.41
58.81,0.0,50.98,0.75,clear-day,0.0,0.0,1013.25,Clear,58.81,2016-07-01 19:00:00-07:00,8.55,277.0,7.83
57.1,0.08,50.75,0.79,clear-day,0.0,0.0,1013.36,Clear,57.1,2016-07-01 20:00:00-07:00,7.76,263.0,7.0
55.71,0.07,50.82,0.84,clear-night,0.0,0.0,1013.7,Clear,55.71,2016-07-01 21:00:00-07:00,8.45,298.0,5.51
54.87,0.0,50.78,0.86,clear-night,0.0,0.0,1014.05,Clear,54.87,2016-07-01 22:00:00-07:00,8.28,264.0,6.38
53.83,0.0,50.46,0.88,clear-night,0.0,0.0,1014.42,Clear,53.83,2016-07-01 23:00:00-07:00,8.7,264.0,3.65
54.38,0.0,50.52,0.87,clear-night,0.0,0.0,1014.43,Clear,54.38,2016-07-02 00:00:00-07:00,7.94,312.0,3.13
53.87,0.18,50.58,0.89,clear-night,0.0,0.0,1014.3,Clear,53.87,2016-07-02 01:00:00-07:00,7.73,308.0,2.59
53.46,0.0,50.32,0.89,clear-night,0.0,0.0,1014.3,Clear,53.46,2016-07-02 02:00:00-07:00,7.22,250.0,2.43
53.38,0.0,50.44,0.9,clear-night,0.0,0.0,1014.49,Clear,53.38,2016-07-02 03:00:00-07:00,8.67,236.0,2.98
53.25,0.0,50.35,0.9,clear-night,0.0,0.0,1014.52,Clear,53.25,2016-07-02 04:00:00-07:00,7.86,303.0,0.55
53.25,0.0,50.32,0.9,clear-night,0.0,0.0,1014.71,Clear,53.25,2016-07-02 05:00:00-07:00,8.11,152.0,0.08
52.59,0.16,50.39,0.92,clear-day,0.0,0.0,1015.26,Clear,52.59,2016-07-02 06:00:00-07:00,9.69,189.0,1.46
53.44,0.2,49.83,0.88,clear-day,0.0,0.0,1015.84,Clear,53.44,2016-07-02 07:00:00-07:00,9.77,1.0,1.09
54.39,0.2,49.81,0.84,clear-day,0.0,0.0,1016.43,Clear,54.39,2016-07-02 08:00:00-07:00,9.65,251.0,2.97
55.3,0.07,50.72,0.85,clear-day,0.0,0.0,1016.64,Clear,55.3,2016-07-02 09:00:00-07:00,10.0,267.0,2.66
57.52,0.07,50.75,0.78,clear-day,0.0,0.0,1016.84,Clear,57.52,2016-07-02 10:00:00-07:00,10.0,275.0,3.26
61.51,0.25,51.17,0.69,partly-cloudy-day,0.0,0.0,1016.96,Partly Cloudy,61.51,2016-07-02 11:00:00-07:00,10.0,260.0,4.02
63.5,0.25,51.55,0.65,partly-cloudy-day,0.0,0.0,1016.96,Partly Cloudy,63.5,2016-07-02 12:00:00-07:00,10.0,276.0,5.43
64.45,0.0,52.27,0.65,clear-day,0.0,0.0,1016.87,Clear,64.45,2016-07-02 13:00:00-07:00,10.0,273.0,10.08
64.71,0.25,52.53,0.65,partly-cloudy-day,0.0,0.0,1016.96,Partly Cloudy,64.71,2016-07-02 14:00:00-07:00,10.0,274.0,11.09
64.19,0.0,52.49,0.66,clear-day,0.0,0.0,1016.69,Clear,64.19,2016-07-02 15:00:00-07:00,10.0,268.0,11.74
63.95,0.08,52.35,0.66,clear-day,0.0,0.0,1016.51,Clear,63.95,2016-07-02 16:00:00-07:00,10.0,265.0,10.42
63.09,0.08,52.61,0.69,clear-day,0.0,0.0,1016.34,Clear,63.09,2016-07-02 17:00:00-07:00,10.0,288.0,9.91
62.22,0.04,52.39,0.7,clear-day,0.0,0.0,1016.06,Clear,62.22,2016-07-02 18:00:00-07:00,10.0,275.0,8.32
60.46,0.0,51.75,0.73,clear-day,0.0,0.0,1016.03,Clear,60.46,2016-07-02 19:00:00-07:00,10.0,266.0,7.93
58.74,0.0,51.84,0.78,clear-day,0.0,0.0,1016.11,Clear,58.74,2016-07-02 20:00:00-07:00,10.0,265.0,6.68
57.42,0.19,51.88,0.82,clear-night,0.0,0.0,1016.38,Clear,57.42,2016-07-02 21:00:00-07:00,10.0,250.0,7.15
57.09,0.07,52.23,0.84,clear-night,0.0,0.0,1016.83,Clear,57.09,2016-07-02 22:00:00-07:00,10.0,299.0,4.42
56.18,0.0,51.67,0.85,clear-night,0.0,0.0,1017.14,Clear,56.18,2016-07-02 23:00:00-07:00,10.0,323.0,3.28
55.5,0.0,52.14,0.88,clear-night,0.0,0.0,1017.07,Clear,55.5,2016-07-03 00:00:00-07:00,10.0,350.0,1.85
55.48,0.0,52.13,0.88,clear-night,0.0,0.0,1017.09,Clear,55.48,2016-07-03 01:00:00-07:00,10.0,202.0,2.14
54.55,0.21,51.47,0.89,clear-night,0.0,0.0,1017.09,Clear,54.55,2016-07-03 02:00:00-07:00,9.56,286.0,2.44
54.59,0.0,52.26,0.92,clear-night,0.0,0.0,1016.93,Clear,54.59,2016-07-03 03:00:00-07:00,9.5,283.0,3.02
54.48,0.15,51.54,0.9,clear-night,0.0,0.0,1017.03,Clear,54.48,2016-07-03 04:00:00-07:00,9.01,262.0,3.21
54.39,0.0,51.39,0.9,clear-night,0.0,0.0,1017.14,Clear,54.39,2016-07-03 05:00:00-07:00,8.31,159.0,3.25
53.74,0.31,51.42,0.92,partly-cloudy-day,0.0,0.0,1017.65,Partly Cloudy,53.74,2016-07-03 06:00:00-07:00,9.25,242.0,1.86
54.58,0.31,52.04,0.91,partly-cloudy-day,0.0,0.0,1017.99,Partly Cloudy,54.58,2016-07-03 07:00:00-07:00,7.13,140.0,3.48
54.89,0.31,52.26,0.91,partly-cloudy-day,0.0,0.0,1018.55,Partly Cloudy,54.89,2016-07-03 08:00:00-07:00,9.43,141.0,6.2
55.94,0.23,51.59,0.85,clear-day,0.0,0.0,1018.9,Clear,55.94,2016-07-03 09:00:00-07:00,10.0,172.0,4.37
59.02,0.05,52.19,0.78,clear-day,0.0,0.0,1018.97,Clear,59.02,2016-07-03 10:00:00-07:00,10.0,237.0,3.4
60.64,0.09,52.06,0.73,clear-day,0.0,0.0,1019.06,Clear,60.64,2016-07-03 11:00:00-07:00,10.0,196.0,3.14
63.15,0.23,52.18,0.67,clear-day,0.0,0.0,1018.97,Clear,63.15,2016-07-03 12:00:00-07:00,10.0,279.0,5.07
64.71,0.0,52.59,0.65,clear-day,0.0,0.0,1018.89,Clear,64.71,2016-07-03 13:00:00-07:00,10.0,274.0,8.84
65.12,0.1,53.26,0.65,clear-day,0.0,0.0,1018.45,Clear,65.12,2016-07-03 14:00:00-07:00,10.0,277.0,11.0
65.13,0.05,52.9,0.65,clear-day,0.0,0.0,1018.22,Clear,65.13,2016-07-03 15:00:00-07:00,10.0,271.0,10.6
64.39,0.0,53.19,0.67,clear-day,0.0,0.0,1017.88,Clear,64.39,2016-07-03 16:00:00-07:00,10.0,269.0,10.47
63.43,0.0,53.14,0.69,clear-day,0.0,0.0,1017.5,Clear,63.43,2016-07-03 17:00:00-07:00,10.0,280.0,10.18
61.52,0.1,52.57,0.72,clear-day,0.0,0.0,1017.32,Clear,61.52,2016-07-03 18:00:00-07:00,10.0,281.0,8.84
59.97,0.15,52.48,0.76,clear-day,0.0,0.0,1017.29,Clear,59.97,2016-07-03 19:00:00-07:00,10.0,278.0,6.78
57.85,0.0,52.43,0.82,clear-day,0.0,0.0,1017.52,Clear,57.85,2016-07-03 20:00:00-07:00,10.0,274.0,6.84
56.32,0.12,51.88,0.85,clear-night,0.0,0.0,1017.55,Clear,56.32,2016-07-03 21:00:00-07:00,10.0,268.0,7.24
56.07,0.07,51.88,0.86,clear-night,0.0,0.0,1017.87,Clear,56.07,2016-07-03 22:00:00-07:00,10.0,290.0,5.1
55.69,0.09,51.8,0.87,clear-night,0.0,0.0,1018.06,Clear,55.69,2016-07-03 23:00:00-07:00,10.0,268.0,3.72
54.96,0.0,51.8,0.89,clear-night,0.0,0.0,1017.96,Clear,54.96,2016-07-04 00:00:00-07:00,10.0,312.0,3.64
54.78,0.21,51.68,0.89,clear-night,0.0,0.0,1017.82,Clear,54.78,2016-07-04 01:00:00-07:00,9.53,289.0,0.63
54.74,0.0,51.66,0.89,clear-night,0.0,0.0,1017.71,Clear,54.74,2016-07-04 02:00:00-07:00,8.21,281.0,2.53
54.63,0.15,51.61,0.9,clear-night,0.0,0.0,1017.31,Clear,54.63,2016-07-04 03:00:00-07:00,9.19,255.0,3.82
54.63,0.0,51.6,0.89,clear-night,0.0,0.0,1017.09,Clear,54.63,2016-07-04 04:00:00-07:00,9.58,235.0,2.8
54.59,0.0,52.25,0.92,clear-night,0.0,0.0,1017.45,Clear,54.59,2016-07-04 05:00:00-07:00,9.31,173.0,4.49
54.67,0.31,51.4,0.89,partly-cloudy-day,0.0,0.0,1017.83,Partly Cloudy,54.67,2016-07-04 06:00:00-07:00,9.77,299.0,0.15
54.76,0.0,52.21,0.91,clear-day,0.0,0.0,1018.18,Clear,54.76,2016-07-04 07:00:00-07:00,8.7,141.0,4.17
55.61,0.15,52.18,0.88,clear-day,0.0,0.0,1018.29,Clear,55.61,2016-07-04 08:00:00-07:00,9.44,133.0,5.42
56.11,0.2,52.27,0.87,clear-day,0.0,0.0,1018.59,Clear,56.11,2016-07-04 09:00:00-07:00,9.44,136.0,5.73
59.13,0.07,52.69,0.79,clear-day,0.0,0.0,1018.78,Clear,59.13,2016-07-04 10:00:00-07:00,10.0,195.0,4.97
60.88,0.04,52.57,0.74,clear-day,0.0,0.0,1018.94,Clear,60.88,2016-07-04 11:00:00-07:00,10.0,202.0,5.25
64.25,0.25,52.97,0.67,partly-cloudy-day,0.0,0.0,1018.95,Partly Cloudy,64.25,2016-07-04 12:00:00-07:00,10.0,281.0,6.63
64.57,0.1,53.22,0.67,clear-day,0.0,0.0,1018.94,Clear,64.57,2016-07-04 13:00:00-07:00,10.0,266.0,10.64
65.87,0.0,53.13,0.63,clear-day,0.0,0.0,1018.76,Clear,65.87,2016-07-04 14:00:00-07:00,10.0,286.0,10.04
65.61,0.0,53.26,0.64,clear-day,0.0,0.0,1018.4,Clear,65.61,2016-07-04 15:00:00-07:00,10.0,272.0,10.81
65.55,0.03,54.14,0.67,clear-day,0.0,0.0,1018.01,Clear,65.55,2016-07-04 16:00:00-07:00,10.0,281.0,10.04
65.05,0.22,53.91,0.67,clear-day,0.0,0.0,1017.34,Clear,65.05,2016-07-04 17:00:00-07:00,10.0,279.0,9.72
63.5,0.22,53.48,0.7,clear-day,0.0,0.0,1016.63,Clear,63.5,2016-07-04 18:00:00-07:00,10.0,283.0,9.69
61.41,0.03,53.63,0.76,clear-day,0.0,0.0,1016.43,Clear,61.41,2016-07-04 19:00:00-07:00,10.0,284.0,9.28
58.99,0.14,53.44,0.82,clear-day,0.0,0.0,1016.61,Clear,58.99,2016-07-04 20:00:00-07:00,10.0,282.0,8.55
57.66,0.0,53.36,0.86,clear-night,0.0,0.0,1016.87,Clear,57.66,2016-07-04 21:00:00-07:00,9.77,271.0,8.63
56.86,0.0,52.8,0.86,clear-night,0.0,0.0,1017.0,Clear,56.86,2016-07-04 22:00:00-07:00,9.44,282.0,5.88
55.91,0.0,53.44,0.91,clear-night,0.0,0.0,1017.34,Clear,55.91,2016-07-04 23:00:00-07:00,6.74,282.0,4.46
55.86,,53.39,0.91,clear-night,0.0,0.0,1017.27,Clear,55.86,2016-07-05 00:00:00-07:00,7.35,265.0,4.88
55.78,,52.65,0.89,clear-night,0.0,0.0,1017.2,Clear,55.78,2016-07-05 01:00:00-07:00,9.92,285.0,3.14
56.33,,52.75,0.88,clear-night,0.0,0.0,1017.12,Clear,56.33,2016-07-05 02:00:00-07:00,9.74,284.0,3.08
55.67,,53.37,0.92,clear-night,0.0,0.0,1016.9,Clear,55.67,2016-07-05 03:00:00-07:00,7.73,241.0,2.81
55.67,,53.17,0.91,clear-night,0.0,0.0,1016.73,Clear,55.67,2016-07-05 04:00:00-07:00,8.83,259.0,2.53
55.63,,53.23,0.92,clear-night,0.0,0.0,1016.76,Clear,55.63,2016-07-05 05:00:00-07:00,8.41,301.0,2.51
55.52,,51.9,0.88,clear-day,0.0,0.0,1016.87,Clear,55.52,2016-07-05 06:00:00-07:00,9.79,340.0,1.45
55.57,,52.02,0.88,clear-day,0.0,0.0,1017.22,Clear,55.57,2016-07-05 07:00:00-07:00,9.54,278.0,0.75
56.53,,52.39,0.86,clear-day,0.0,0.0,1017.52,Clear,56.53,2016-07-05 08:00:00-07:00,9.83,187.0,1.38
57.15,,51.91,0.83,clear-day,0.0,0.0,1017.88,Clear,57.15,2016-07-05 09:00:00-07:00,9.69,229.0,2.05
59.45,0.0,52.44,0.78,clear-day,0.0,0.0,1018.04,Clear,59.45,2016-07-05 10:00:00-07:00,10.0,204.0,4.09
63.08,0.0,52.92,0.69,clear-day,0.0,0.0,1018.07,Clear,63.08,2016-07-05 11:00:00-07:00,10.0,269.0,6.18
64.28,0.0,52.21,0.65,clear-day,0.0,0.0,1018.02,Clear,64.28,2016-07-05 12:00:00-07:00,10.0,281.0,6.72
64.76,0.0,52.81,0.65,clear-day,0.0,0.0,1017.69,Clear,64.76,2016-07-05 13:00:00-07:00,10.0,269.0,9.13
65.46,0.0,53.13,0.64,clear-day,0.0,0.0,1017.28,Clear,65.46,2016-07-05 14:00:00-07:00,10.0,263.0,8.96
65.72,0.0,52.84,0.63,clear-day,0.0,0.0,1017.11,Clear,65.72,2016-07-05 15:00:00-07:00,10.0,267.0,9.69
64.36,0.26,52.34,0.65,partly-cloudy-day,0.0,0.0,1016.57,Partly Cloudy,64.36,2016-07-05 16:00:00-07:00,10.0,281.0,11.82
63.14,0.24,52.05,0.67,clear-day,0.0,0.0,1016.36,Clear,63.14,2016-07-05 17:00:00-07:00,10.0,282.0,10.68
60.73,0.25,51.15,0.71,partly-cloudy-day,0.0,0.0,1016.16,Partly Cloudy,60.73,2016-07-05 18:00:00-07:00,10.0,262.0,10.14
59.34,0.04,51.09,0.74,clear-day,0.0,0.0,1016.2,Clear,59.34,2016-07-05 19:00:00-07:00,10.0,288.0,8.67
56.48,0.04,51.07,0.82,clear-day,0.0,0.0,1016.12,Clear,56.48,2016-07-05 20:00:00-07:00,9.23,255.0,9.16
55.8,0.04,51.05,0.84,clear-night,0.0,0.0,1016.19,Clear,55.8,2016-07-05 21:00:00-07:00,9.79,280.0,6.86
55.45,0.07,50.73,0.84,clear-night,0.0,0.0,1016.67,Clear,55.45,2016-07-05 22:00:00-07:00,9.05,282.0,5.63
54.7,0.14,50.97,0.87,clear-night,0.0,0.0,1017.06,Clear,54.7,2016-07-05 23:00:00-07:00,8.97,273.0,5.59
54.75,0.09,50.79,0.86,clear-night,0.0,0.0,1016.97,Clear,54.75,2016-07-06 00:00:00-07:00,8.44,271.0,4.91
55.33,0.15,50.76,0.85,clear-night,0.0,0.0,1016.87,Clear,55.33,2016-07-06 01:00:00-07:00,8.97,254.0,4.41
54.81,0.0,50.76,0.86,clear-night,0.0,0.0,1016.78,Clear,54.81,2016-07-06 02:00:00-07:00,9.04,247.0,3.42
55.22,0.0,50.8,0.85,clear-night,0.0,0.0,1016.55,Clear,55.22,2016-07-06 03:00:00-07:00,8.91,251.0,4.12
54.62,0.16,50.77,0.87,clear-night,0.0,0.0,1016.2,Clear,54.62,2016-07-06 04:00:00-07:00,9.6,247.0,3.95
54.62,0.0,50.72,0.87,clear-night,0.0,0.0,1016.28,Clear,54.62,2016-07-06 05:00:00-07:00,9.68,232.0,2.98
54.72,0.16,50.75,0.86,clear-day,0.0,0.0,1016.39,Clear,54.72,2016-07-06 06:00:00-07:00,9.75,137.0,2.22
54.95,0.11,50.79,0.86,clear-day,0.0,0.0,1016.9,Clear,54.95,2016-07-06 07:00:00-07:00,9.76,141.0,2.76
55.98,0.11,50.54,0.82,clear-day,0.0,0.0,1017.18,Clear,55.98,2016-07-06 08:00:00-07:00,9.82,219.0,2.29
58.27,0.11,50.93,0.77,clear-day,0.0,0.0,1017.68,Clear,58.27,2016-07-06 09:00:00-07:00,9.82,142.0,1.61
60.73,0.25,50.56,0.69,partly-cloudy-day,0.0,0.0,1017.64,Partly Cloudy,60.73,2016-07-06 10:00:00-07:00,9.82,277.0,3.59
61.56,0.25,50.32,0.67,partly-cloudy-day,0.0,0.0,1017.89,Partly Cloudy,61.56,2016-07-06 11:00:00-07:00,9.82,273.0,8.22
63.02,0.26,50.34,0.63,partly-cloudy-day,0.0,0.0,1017.92,Partly Cloudy,63.02,2016-07-06 12:00:00-07:00,9.88,255.0,9.78
64.74,0.26,51.04,0.61,partly-cloudy-day,0.0,0.0,1017.56,Partly Cloudy,64.74,2016-07-06 13:00:00-07:00,9.95,266.0,10.74
64.51,0.26,51.31,0.62,partly-cloudy-day,0.0,0.0,1017.62,Partly Cloudy,64.51,2016-07-06 14:00:00-07:00,10.0,274.0,10.97
64.67,0.06,51.78,0.63,clear-day,0.0,0.0,1017.63,Clear,64.67,2016-07-06 15:00:00-07:00,9.88,262.0,12.8
64.52,0.24,51.64,0.63,clear-day,0.0,0.0,1017.52,Clear,64.52,2016-07-06 16:00:00-07:00,9.88,272.0,12.37
63.6,0.24,51.63,0.65,clear-day,0.0,0.0,1017.23,Clear,63.6,2016-07-06 17:00:00-07:00,9.88,259.0,10.81
62.63,0.26,51.79,0.68,partly-cloudy-day,0.0,0.0,1016.79,Partly Cloudy,62.63,2016-07-06 18:00:00-07:00,9.88,301.0,7.98
60.4,0.25,51.69,0.73,partly-cloudy-day,0.0,0.0,1016.66,Partly Cloudy,60.4,2016-07-06 19:00:00-07:00,9.82,274.0,7.02
58.85,0.04,51.61,0.77,clear-day,0.0,0.0,1016.68,Clear,58.85,2016-07-06 20:00:00-07:00,9.7,275.0,6.38
57.07,0.12,51.53,0.82,clear-night,0.0,0.0,1016.68,Clear,57.07,2016-07-06 21:00:00-07:00,9.82,258.0,6.59
56.65,0.07,51.54,0.83,clear-night,0.0,0.0,1016.93,Clear,56.65,2016-07-06 22:00:00-07:00,9.82,275.0,4.98
56.3,0.14,50.95,0.82,clear-night,0.0,0.0,1016.81,Clear,56.3,2016-07-06 23:00:00-07:00,9.75,252.0,3.92
56.26,0.14,50.77,0.82,clear-night,0.0,0.0,1016.76,Clear,56.26,2016-07-07 00:00:00-07:00,9.69,276.0,3.91
56.14,0.09,51.26,0.84,clear-night,0.0,0.0,1016.41,Clear,56.14,2016-07-07 01:00:00-07:00,9.69,288.0,4.4
55.99,0.09,51.28,0.84,clear-night,0.0,0.0,1016.43,Clear,55.99,2016-07-07 02:00:00-07:00,9.69,265.0,5.27
55.97,0.18,51.37,0.85,clear-night,0.0,0.0,1016.21,Clear,55.97,2016-07-07 03:00:00-07:00,9.69,261.0,4.29
55.42,0.0,51.45,0.86,clear-night,0.0,0.0,1016.39,Clear,55.42,2016-07-07 04:00:00-07:00,9.54,239.0,6.69
55.36,0.31,50.76,0.84,partly-cloudy-night,0.0,0.0,1016.44,Partly Cloudy,55.36,2016-07-07 05:00:00-07:00,9.43,256.0,7.3
55.56,,51.91,0.87,clear-night,0.0,0.0,1016.59,Clear,55.56,2016-07-07 06:00:00-07:00,7.34,252.0,4.03
55.01,,52.09,0.9,clear-day,0.0,0.0,1017.07,Clear,55.01,2016-07-07 07:00:00-07:00,6.63,251.0,5.28
55.86,,50.97,0.84,clear-day,0.0,0.0,1017.3,Clear,55.86,2016-07-07 08:00:00-07:00,9.82,265.0,5.06
56.69,0.31,50.84,0.81,partly-cloudy-day,0.0,0.0,1017.4,Partly Cloudy,56.69,2016-07-07 09:00:00-07:00,9.76,259.0,5.59
59.88,0.14,51.36,0.73,clear-day,0.0,0.0,1017.41,Clear,59.88,2016-07-07 10:00:00-07:00,9.88,274.0,4.62
62.51,0.26,51.42,0.67,partly-cloudy-day,0.0,0.0,1017.13,Partly Cloudy,62.51,2016-07-07 11:00:00-07:00,9.88,308.0,4.59
65.58,0.04,51.8,0.61,clear-day,0.0,0.0,1016.76,Clear,65.58,2016-07-07 12:00:00-07:00,9.95,290.0,5.18
67.69,0.01,51.98,0.57,clear-day,0.0,0.0,1016.76,Clear,67.69,2016-07-07 13:00:00-07:00,9.95,295.0,10.82
67.21,0.01,52.14,0.58,clear-day,0.0,0.0,1017.01,Clear,67.21,2016-07-07 14:00:00-07:00,9.88,271.0,14.44
66.38,0.04,52.48,0.61,clear-day,0.0,0.0,1017.16,Clear,66.38,2016-07-07 15:00:00-07:00,10.0,271.0,12.08
66.15,0.04,52.64,0.62,clear-day,0.0,0.0,1017.21,Clear,66.15,2016-07-07 16:00:00-07:00,9.95,279.0,12.89
64.5,0.24,52.47,0.65,clear-day,0.0,0.0,1016.63,Clear,64.5,2016-07-07 17:00:00-07:00,9.95,277.0,9.7
62.9,0.01,52.66,0.69,clear-day,0.0,0.0,1016.42,Clear,62.9,2016-07-07 18:00:00-07:00,9.95,290.0,10.34
61.34,0.03,52.62,0.73,clear-day,0.0,0.0,1016.06,Clear,61.34,2016-07-07 19:00:00-07:00,9.95,265.0,8.29
60.06,0.03,52.57,0.76,clear-day,0.0,0.0,1016.12,Clear,60.06,2016-07-07 20:00:00-07:00,9.82,269.0,6.95
58.79,0.04,52.62,0.8,clear-night,0.0,0.0,1016.16,Clear,58.79,2016-07-07 21:00:00-07:00,10.0,276.0,8.16
58.0,0.11,52.52,0.82,clear-night,0.0,0.0,1016.5,Clear,58.0,2016-07-07 22:00:00-07:00,9.95,274.0,7.56
57.32,0.0,52.54,0.84,clear-night,0.0,0.0,1016.99,Clear,57.32,2016-07-07 23:00:00-07:00,9.94,279.0,6.13
56.74,0.0,52.51,0.86,clear-night,0.0,0.0,1017.12,Clear,56.74,2016-07-08 00:00:00-07:00,9.88,259.0,8.19
56.08,0.0,52.56,0.88,clear-night,0.0,0.0,1017.34,Clear,56.08,2016-07-08 01:00:00-07:00,9.3,261.0,7.39
56.58,0.31,52.44,0.86,partly-cloudy-night,0.0,0.0,1017.04,Partly Cloudy,56.58,2016-07-08 02:00:00-07:00,9.88,252.0,5.13
56.58,,52.49,0.86,clear-night,0.0,0.0,1017.02,Clear,56.58,2016-07-08 03:00:00-07:00,9.88,247.0,6.4
56.51,0.31,52.29,0.86,partly-cloudy-night,0.0,0.0,1017.15,Partly Cloudy,56.51,2016-07-08 04:00:00-07:00,9.77,256.0,5.96
55.96,0.0,51.84,0.86,clear-night,0.0,0.0,1017.06,Clear,55.96,2016-07-08 05:00:00-07:00,9.64,250.0,6.0
56.49,0.0,52.47,0.86,clear-night,0.0,0.0,1017.12,Clear,56.49,2016-07-08 06:00:00-07:00,9.81,236.0,3.56
56.8,0.31,51.85,0.83,partly-cloudy-day,0.0,0.0,1017.25,Partly Cloudy,56.8,2016-07-08 07:00:00-07:00,9.7,215.0,3.99
57.07,,51.86,0.83,clear-day,0.0,0.0,1017.67,Clear,57.07,2016-07-08 08:00:00-07:00,9.53,292.0,4.74
57.84,0.31,51.94,0.81,partly-cloudy-day,0.0,0.0,1018.1,Partly Cloudy,57.84,2016-07-08 09:00:00-07:00,9.82,288.0,5.94
59.78,0.13,52.36,0.76,clear-day,0.0,0.0,1018.0,Clear,59.78,2016-07-08 10:00:00-07:00,9.82,298.0,2.86
63.27,0.26,51.99,0.67,partly-cloudy-day,0.0,0.0,1017.82,Partly Cloudy,63.27,2016-07-08 11:00:00-07:00,9.82,303.0,5.28
66.56,0.01,52.6,0.61,clear-day,0.0,0.0,1017.62,Clear,66.56,2016-07-08 12:00:00-07:00,9.88,304.0,8.56
68.61,0.01,52.7,0.57,clear-day,0.0,0.0,1017.76,Clear,68.61,2016-07-08 13:00:00-07:00,10.0,276.0,10.2
68.18,0.01,52.92,0.58,clear-day,0.0,0.0,1017.3,Clear,68.18,2016-07-08 14:00:00-07:00,10.0,283.0,11.68
68.86,0.01,52.98,0.57,clear-day,0.0,0.0,1017.04,Clear,68.86,2016-07-08 15:00:00-07:00,10.0,287.0,12.76
68.15,0.01,53.53,0.6,clear-day,0.0,0.0,1017.08,Clear,68.15,2016-07-08 16:00:00-07:00,10.0,284.0,13.99
66.09,0.04,54.29,0.66,clear-day,0.0,0.0,1017.11,Clear,66.09,2016-07-08 17:00:00-07:00,10.0,278.0,12.28
64.14,0.14,54.22,0.7,clear-day,0.0,0.0,1017.04,Clear,64.14,2016-07-08 18:00:00-07:00,10.0,269.0,8.8
63.56,0.24,54.64,0.73,clear-day,0.0,0.0,1016.95,Clear,63.56,2016-07-08 19:00:00-07:00,10.0,306.0,9.43
62.28,0.06,54.11,0.75,clear-day,0.0,0.0,1017.04,Clear,62.28,2016-07-08 20:00:00-07:00,10.0,308.0,7.66
59.67,0.03,54.35,0.83,clear-night,0.0,0.0,1017.04,Clear,59.67,2016-07-08 21:00:00-07:00,10.0,305.0,7.41
58.75,0.26,54.57,0.86,partly-cloudy-night,0.0,0.0,1017.27,Partly Cloudy,58.75,2016-07-08 22:00:00-07:00,10.0,322.0,6.72
58.89,0.03,54.23,0.85,clear-night,0.0,0.0,1017.6,Clear,58.89,2016-07-08 23:00:00-07:00,10.0,311.0,6.8
58.35,0.04,54.72,0.88,clear-night,0.0,0.0,1017.7,Clear,58.35,2016-07-09 00:00:00-07:00,10.0,312.0,6.64
